CoC Number,County,Year,Overall Homeless,Sheltered Total Homeless,Unsheltered Homeless,Overall Homeless - Under 18,Overall Homeless - Age 18 to 24,Overall Homeless - Over 24,Overall Homeless - Female,Overall Homeless - Male,Overall Homeless - Hispanic/Latino,Overall Homeless - White,"Overall Homeless - Black, African American, or African",Overall Homeless - Asian or Asian American,"Overall Homeless - American Indian, Alaska Native, or Indigenous",Overall Homeless - Native Hawaiian or Other Pacific Islander,Overall Homeless - Multiple Races,Overall Homeless - Black or African American,Overall Homeless - Asian,Overall Homeless - American Indian or Alaska Native,CoC Number Original,CoC Name,CoC Category,State,Median_House_Values_1_year,Percentage_of_Households_with_Cost_Burden_1_year,Median_Rent_1_year,Median_Gross_Rent_1_year,Share_of_Renter_Occupied_Units_1_year,Rental_Vacancy_Rates_1_year,Total_Housing_Units_1_year,Share_of_Overcrowded_Housing_Units_1_year,Share_of_Single_Person_Households_1_year,Median_Rental_Utility_Cost_1_year,Median_House_Values_5_year,Percentage_of_Households_with_Cost_Burden_5_year,Median_Rent_5_year,Median_Gross_Rent_5_year,Share_of_Renter_Occupied_Units_5_year,Rental_Vacancy_Rates_5_year,Total_Housing_Units_5_year,Share_of_Overcrowded_Housing_Units_5_year,Share_of_Single_Person_Households_5_year,Median_Rental_Utility_Cost_5_year,Geography,FIPS code,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base,LAUS Code,State FIPS,County FIPS,Labor Force,Employed,Unemployed,Unemployment Rate,Total Population,Share of Single-Adult Households,Estimate Total White alone,Estimate Total Black or African American alone,Estimate Total American Indian and Alaska Native alone,Estimate Total Asian alone,Estimate Total Native Hawaiian and Other Pacific Islander alone,Estimate Total Some other race alone,Estimate Total Two or more races,Estimate Total Some Other Race alone,Estimate Total Two or More Races,Estimate Total  10 to 14 years,Estimate Total  15 to 17 years,Estimate Total  18 and 19 years,Estimate Total  20 years,Estimate Total  21 years,Estimate Total  22 to 24 years,Estimate Total  25 to 29 years,Estimate Total  30 to 34 years,Estimate Total  35 to 39 years,Estimate Total  40 to 44 years,Estimate Total  45 to 49 years,Estimate Total  5 to 9 years,Estimate Total  50 to 54 years,Estimate Total  55 to 59 years,Estimate Total  60 and 61 years,Estimate Total  62 to 64 years,Estimate Total  65 and 66 years,Estimate Total  67 to 69 years,Estimate Total  70 to 74 years,Estimate Total  75 to 79 years,Estimate Total  80 to 84 years,Estimate Total  85 years and over,Estimate Total  Under 5 years,Proportion of Females,Estimate Gini Index,Median Household Income,Gini Index,Poverty Rate,JanuaryPrecipitation,YearlyPrecipitation,SummerTemperature,JanuaryTemperature,Share of Families Receiving Cash Assistance,Percentage of Homes Built before 1940,HUD_Assisted_Total_Units,Total Housing Units,Share of HUD-Assisted Units,HUD_Subsidized_Total_Units,pct_occupied,number_reported,pct_reported,Disabled workers,Total,Total Civilian Noninstitutionalized Population Estimate Population Age 16 and Over,With a Disability Estimate Population Age 16 and Over,Aged,Blind and disabled,SSI Participation Rate (Percent),SSDI Participation Rate (Percent),total_homeless_per_10k,total_sheltered_homeless_per_10k,unsheltered_homeless_per_10k
AZ-502,maricopa county,2012,6485,4736,1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['AZ-502'],"['Phoenix, Mesa/Maricopa County CoC']",Major City CoC,arizona,161600,0.4799807111350646,783,1017,0.4,96,1654659,0.012983776,0,234,193900,0.4822003921529988,797,1127,0.36,112,1636502,0.01277539,0,330,0500000US04013,04013,8.69,388.95,172.94,112.93,CN0401300000000,4,13,1911529,1772341,139188,7.3,3942169,0.099641847,0.8,0.05,0.02,0.04,0,0.06,0.03,,,0.072628799,0.042388086,0.026405261,0.015231716,0.014970693,0.042170186,0.071138249,0.070190294,0.064828017,0.070225553,0.065313283,0.072093307,0.06483791,0.056969399,0.020765472,0.030471296,0.019352291,0.022944983,0.031319307,0.022879029,0.017711062,0.015620589,0.069545217,0.51,0.4609,51432,0.4609,17.5,1.5,5.47,89.5,71.7,0.2590604795862885,0.009907782,48260,1636502,0.029489729,24130,93,22276,98,82260,604840,3013965,360392,7073,51664,1.9488282047070884,2.7292951311644296,14.687939278876803,10.744717679300605,3.943221599576197
AZ-502,maricopa county,2013,5889,4308,1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['AZ-502'],"['Phoenix, Mesa/Maricopa County CoC']",Major City CoC,arizona,185000,0.4578618485559978,784,994,0.4,93,1668234,0.012588107,0,210,176500,0.4788745710152874,793,1089,0.37,105,1648392,0.012895553,0,296,0500000US04013,04013,16.4,452.74,201.3,131.45,CN0401300000000,4,13,1929092,1801272,127820,6.6,4009412,0.096346796,0.8,0.05,0.02,0.04,0,0.06,0.03,,,0.070148191,0.042007905,0.026165433,0.014348488,0.014468456,0.042411456,0.071197223,0.070442998,0.064248823,0.069877329,0.064410941,0.073558666,0.06525296,0.056284812,0.021692707,0.031500629,0.020679591,0.023128329,0.033299147,0.023514421,0.016105853,0.017491842,0.067763802,0.51,0.4681,52045,0.4681,17.7,0,7.5,89.8,71.6,0.2671966912451946,0.009617356,51938,1648392,0.031508282,25969,93,23826,97,82975,623135,3078452,396020,7317,52917,1.9566327491869289,2.6953481814886184,14.479382049921329,11.903040498963714,2.5763415509576135
AZ-502,maricopa county,2014,5918,4865,1053,1826,601,3491,0,0,0,0,0,0,0,0,0,0,0,0,['AZ-502'],"['Phoenix, Mesa/Maricopa County CoC']",Major City CoC,arizona,206300,0.4615990022076822,813,1009,0.41,78,1680184,0.012991199,0,196,175600,0.4721826221976046,796,1063,0.39,94,1657753,0.013341113,0,267,0500000US04013,04013,12.25,508.19,225.96,147.55,CN0401300000000,4,13,1973683,1858871,114812,5.8,4087191,0.097600773,0.79,0.05,0.02,0.04,0,0.07,0.03,,,0.070633841,0.041908734,0.0262481,0.015264273,0.013375445,0.041561307,0.071892407,0.070009696,0.0658692,0.067038218,0.063907461,0.071318419,0.065170431,0.058846283,0.020857846,0.030944969,0.020172289,0.025685611,0.034280757,0.023960955,0.017325591,0.017052054,0.066676111,0.51,0.4663,53896,0.4663,17.1,1.26,7.81,88.3,72.2,0.2653788885119748,0.010741086,47322,1657753,0.028545869,23880,92,22838,100,83155,640470,3146643,410437,7720,54014,1.9619003490386424,2.6426575877848237,13.510248570819158,10.417598880216087,3.092649690603072
AZ-502,maricopa county,2015,5631,4342,1289,1388,437,3806,2268,3356,1284,3566,0,0,0,38,263,1437,33,294,['AZ-502'],"['Phoenix, Mesa/Maricopa County CoC']",Major City CoC,arizona,228300,0.4554766540995152,840,1050,0.41,75,1693687,0.014929809,0,210,187100,0.4640130044376586,806,1045,0.39,87,1668555,0.013683711,0,239,0500000US04013,04013,5.99,538.64,239.5,156.39,CN0401300000000,4,13,2033488,1928852,104636,5.1,4167947,0.096861356,0.78,0.05,0.02,0.04,0,0.07,0.03,,,0.070793367,0.041963585,0.026345824,0.014636942,0.013450027,0.040284581,0.073349781,0.069356208,0.066028671,0.065611199,0.064376059,0.069125879,0.064540408,0.059462608,0.021172774,0.031818543,0.020806407,0.026450912,0.035546757,0.025717458,0.016346417,0.017414089,0.065401503,0.51,0.4716,56004,0.4716,16.3,1.58,10.99,89.9,71.8,0.2698949715547961,0.008985722,47801,1668555,0.028648142,24119,91,22648,100,82475,656565,3226866,427620,7958,53636,1.9087870398089044,2.555885494,13.43861426251303,9.559280857375105,3.879333405137925
AZ-502,maricopa county,2016,5702,4056,1646,1412,438,3852,2283,3412,1421,3614,0,0,0,46,193,1490,34,325,['AZ-502'],"['Phoenix, Mesa/Maricopa County CoC']",Major City CoC,arizona,239300,0.4469574071948048,881,1086,0.4,56,1711390,0.015724484,0,205,204900,0.45988263,830,1053,0.4,78,1680412,0.013388228,0,223,0500000US04013,04013,8.15,582.54,259.02,169.14,CN0401300000000,4,13,2088551,1991371,97180,4.7,4242997,0.094859365,0.76,0.05,0.02,0.04,0,0.09,0.04,,,0.06892628,0.04171509,0.026424483,0.013288956,0.013998596,0.039627886,0.074720062,0.06878275,0.067011596,0.063178928,0.06504624,0.068089372,0.063056373,0.058585476,0.023408218,0.031627173,0.019777294,0.02979922,0.035785083,0.025591816,0.018110548,0.017042435,0.066406128,0.51,0.4699,58737,0.4699,15,1.44,8.21,90.7,72.7,0.2714418189551187,0.009740036,47599,1680412,0.028325792,,,,,81425,672860,3287100,441580,8306,52674,1.8551306622859056,2.4771074807581157,13.013598920649088,8.233045811350877,4.780553109298211
AZ-502,maricopa county,2017,5605,3546,2059,1183,363,4059,2162,3431,1284,3723,0,0,0,28,175,1338,30,311,['AZ-502'],"['Phoenix, Mesa/Maricopa County CoC']",Major City CoC,arizona,256500,0.4474939772067148,929,1125,0.37,57,1738201,0.014213392,0.27,196,225000,0.4531691843784261,862,1086,0.39,72,1699628,0.013853335,0.27,224,0500000US04013,04013,7.79,627.9,279.18,182.31,CN0401300000000,4,13,2088547,1999783,88764,4.3,4307033,0.097680468,0.78,0.05,0.02,0.04,0,0.07,0.04,,,0.071648395,0.041428287,0.025975886,0.013677165,0.013785128,0.038804904,0.075368589,0.06933613,0.066761968,0.06333873,0.065295297,0.06445574,0.061945892,0.06069445,0.0224484,0.031602498,0.019346497,0.029069199,0.038390465,0.027388228,0.016842685,0.017240407,0.065155062,0.51,0.4626,62223,0.4626,13.4,0.44,7.52,90.5,73.9,0.2760823122462313,0.009882632,47720,1699628,0.028076732,24078,93,22708,100,79985,689850,3351970,445831,8595,52509,1.822928009498892,2.386208707,14.278511226020354,8.343112307360258,5.935398918660096
AZ-502,maricopa county,2018,6298,3680,2618,1138,508,4652,2255,4023,1442,3949,0,0,0,42,227,1649,44,387,['AZ-502'],"['Phoenix, Mesa/Maricopa County CoC']",Major City CoC,arizona,276800,0.4458694437268796,961,1155,0.37,51,1762981,0.014494485,0.26,194,242700,0.4520764734410496,907,1126,0.39,64,1719157,0.014411807,0.27,219,0500000US04013,04013,8,678.12,301.52,196.89,CN0401300000000,4,13,2154368,2065371,88997,4.1,4410824,0.093754138,0.79,0.06,0.02,0.04,0,0.05,0.04,,,0.070235629,0.040590148,0.026520895,0.013059691,0.012946787,0.040058728,0.076029331,0.069880367,0.066564887,0.063629154,0.064513343,0.064493165,0.060760756,0.059185767,0.023366609,0.033084068,0.019534899,0.027581014,0.040878756,0.028471778,0.017761534,0.017489476,0.063363217,0.51,0.4583,65252,0.4583,12.2,1.11,5.46,89.8,71.8,0.2822025555963457,0.007721581,47794,1719157,0.027800835,24084,93,22599,100,78375,708580,3448713,465981,8635,51872,1.7544805844963034,2.272586904,14.745573095370906,7.638090932074498,7.107482163296409
CA-500,santa clara county,2010,7086,2103,4983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['CA-500'],['San Jose/Santa Clara City & County CoC'],Major City CoC,california,639400,0.4594310909942251,1345,1725,0.43,41,631955,0.025076973,0,380,701000,0.4409199993425053,1325,,0.41,34,626325,0.021471411,0,,0500000US06085,06085,-0.01,1316.39,214.26,127.46,,,,,,,,1787694,0.074518905,0.5,0.03,0.01,0.32,0,0.1,0.04,,,0.064715214,0.038841659,0.025088746,0.013010057,0.012006529,0.039305384,0.074066926,0.076496313,0.078089986,0.077798549,0.077077509,0.067730272,0.070512627,0.056185231,0.021136168,0.027657418,0.014141682,0.02040338,0.02535501,0.018945077,0.016289701,0.015525588,0.069620975,0.5,,85002,0.452,10.5,1.85,26.47,67.4,49,0.1991192517170119,0.053921561,,,,,,,,,,,,,,,,39.05762090618986,10.489792624868876,28.567828281320985
CA-500,santa clara county,2011,7067,1898,5169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['CA-500'],['San Jose/Santa Clara City & County CoC'],Major City CoC,california,627400,0.4470361643898187,1389,1748,0.43,27,633349,0.030556064,0,359,681100,0.4403907085628948,1381,1830,0.41,32,629448,0.024270744,0,449,0500000US06085,06085,-3.17,1274.69,207.47,123.42,,,,,,,,1809378,0.073826475,0.51,0.03,0.01,0.32,0,0.08,0.04,,,0.060908224,0.03826232,0.024669804,0.012700497,0.012327993,0.037800835,0.074859427,0.076108475,0.077722842,0.076931962,0.076028889,0.07131401,0.070807758,0.060382076,0.020628636,0.026892667,0.015434586,0.018951264,0.026894325,0.02017102,0.01631942,0.015414689,0.06846828,0.5,0.4666,84895,0.4666,10.6,3.07,24.95,67,49.3,0.1996631671143018,0.047165149,,,,,,,,,,,,,,,,38.38358991327366,10.253038904949323,28.130551008324336
CA-500,santa clara county,2012,7053,1884,5169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['CA-500'],['San Jose/Santa Clara City & County CoC'],Major City CoC,california,634600,0.4644817061850694,1480,1829,0.44,29,636293,0.023569183,0,349,656600,0.4480088539299195,1427,1858,0.42,31,632299,0.025843115,0,431,0500000US06085,06085,2.81,1310.47,213.3,126.89,CN0608500000000,6,85,955979,879447,76532,8,1837504,0.072395489,0.5,0.03,0.01,0.33,0,0.09,0.04,,,0.062045579,0.037531347,0.024851647,0.012528952,0.012854938,0.038106039,0.074137526,0.076539153,0.075113306,0.078085816,0.074346505,0.069505699,0.071505695,0.060591433,0.020975737,0.027861164,0.016391257,0.020729207,0.026841302,0.019481862,0.017016017,0.015675612,0.067284207,0.5,0.4663,91425,0.4663,10.8,0.98,20.93,68.6,58.3,0.1994563663673202,0.056332539,48254,632299,0.076315161,24137,99,21940,95,23145,217320,1440311,132603,20842,27527,3.3582330482791565,1.6069446112679833,40.981911783897345,10.509972659033824,30.47193912486352
CA-500,santa clara county,2013,7631,1957,5674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['CA-500'],['San Jose/Santa Clara City & County CoC'],Major City CoC,california,682300,0.4722413767807626,1577,1858,0.44,29,642654,0.024963792,0,281,645600,0.4553801011543956,1473,1868,0.43,31,636190,0.02608894,0,395,0500000US06085,06085,11.65,1463.15,238.15,141.67,CN0608500000000,6,85,968154,904718,63436,6.6,1862041,0.071908191,0.47,0.03,0,0.33,0,0.11,0.05,,,0.063089373,0.036873517,0.024382385,0.012532485,0.01045949,0.040846039,0.073348009,0.076703467,0.075480615,0.07615031,0.073139098,0.069012444,0.071896376,0.062995928,0.02053929,0.027764158,0.017233777,0.021971589,0.027064925,0.019505478,0.016404043,0.017595209,0.065011995,0.5,0.4705,92014,0.4705,10.5,0.2,23.07,69.5,59.4,0.1991546505527111,0.046211492,49398,636190,0.077646615,24709,99,21442,92,23075,222270,1462598,133978,21009,27367,3.307539050374744,1.577672060265363,39.93972358,9.991528577,29.94819500634697
CA-500,santa clara county,2014,7567,1893,5674,710,1037,5820,0,0,0,0,0,0,0,0,0,0,0,0,['CA-500'],['San Jose/Santa Clara City & County CoC'],Major City CoC,california,746500,0.4740746982831266,1717,1956,0.44,30,651171,0.020094266,0,239,664100,0.462528013,1541,1902,0.43,29,640439,0.024761108,0,361,0500000US06085,06085,13.87,1666.1,271.18,161.32,CN0608500000000,6,85,987613,936090,51523,5.2,1894605,0.070940909,0.48,0.03,0,0.34,0,0.1,0.05,,,0.065897113,0.036156877,0.023916331,0.011724344,0.011585528,0.040359864,0.073687655,0.077810942,0.072736006,0.077224012,0.072182328,0.064619802,0.0721818,0.061768548,0.022460618,0.02915489,0.017299648,0.020706691,0.030180433,0.022881287,0.015710399,0.015397405,0.064357478,0.5,0.4637,97532,0.4637,8.4,0.01,4.34,70.3,60.9,0.2069193700496748,0.050169618,46941,640439,0.073295037,23642,90,21769,100,22490,225900,1494271,137166,20969,27190,3.222909365168701,1.505081742200712,34.18065487548773,10.057120691704675,24.123534183783065
CA-500,santa clara county,2015,6556,1929,4627,587,897,5072,1782,4729,2649,2889,0,0,0,84,1784,1172,176,451,['CA-500'],['San Jose/Santa Clara City & County CoC'],Major City CoC,california,836800,0.4554202911063624,1834,2072,0.44,28,660622,0.025440764,0,238,698600,0.461837418,1616,1938,0.43,27,646190,0.024746445,0,322,0500000US06085,06085,8.18,1802.43,293.37,174.52,CN0608500000000,6,85,1012215,969950,42265,4.2,1918044,0.068073517,0.45,0.02,0,0.35,0,0.12,0.05,,,0.064625212,0.036116481,0.023435333,0.012122767,0.010779732,0.040538173,0.074573367,0.078485165,0.071888862,0.076403878,0.072130775,0.063566321,0.071419112,0.063713345,0.023772135,0.02831374,0.017321292,0.022857661,0.030025901,0.022306058,0.014739495,0.017650794,0.0632144,0.5,0.4629,102340,0.4629,8.2,7.73,24.2,70.9,60.2,0.2099564632173375,0.050587174,47007,646190,0.072744858,23699,87,21218,100,21825,229055,1520447,142774,20685,26564,3.107572970317282,1.4354331324932734,33.98975305850468,9.883286565294815,24.106466493209865
CA-500,santa clara county,2016,6524,1897,4627,584,903,5037,1827,4657,2619,2871,0,0,0,98,1719,1193,182,461,['CA-500'],['San Jose/Santa Clara City & County CoC'],Major City CoC,california,925700,0.4615520766357706,1986,2228,0.44,31,665098,0.032110142,0,242,752400,0.4622508482542853,1727,2026,0.43,28,651905,0.024563543,0,299,0500000US06085,06085,9.7,1977.29,321.83,191.45,CN0608500000000,6,85,1027918,989048,38870,3.8,1919402,0.066672849,0.44,0.02,0,0.36,0,0.12,0.05,,,0.063216043,0.036574412,0.022762819,0.012042292,0.012107938,0.039158029,0.078557801,0.079429426,0.072789859,0.072273031,0.07172286,0.064366923,0.069443504,0.062818524,0.024109071,0.029174191,0.018038431,0.02273208,0.031301937,0.021426465,0.016411361,0.018016549,0.061526455,0.5,0.4645,111069,0.4645,9.4,12.68,21.45,70.3,59.6,0.2179359566727374,0.048475563,47014,651905,0.07211787,,,,,20860,231185,1524207,141955,20338,25607,3.014354349507646,1.3685805143264662,38.14972295788826,10.040486999736347,28.10923595815191
CA-500,santa clara county,2017,7394,1946,5448,1136,2091,4167,2404,4973,3256,3446,0,0,0,224,1457,1069,225,973,['CA-500'],['San Jose/Santa Clara City & County CoC'],Major City CoC,california,971300,0.4543530237557305,2131,2356,0.43,52,671151,0.027875818,0.2,225,829600,0.4581257571238682,1859,2152,0.43,33,658409,0.025692718,0.21,293,0500000US06085,06085,4.03,2056.92,334.79,199.17,CN0608500000000,6,85,1037356,1003683,33673,3.2,1938153,0.066122231,0.44,0.03,0.01,0.36,0,0.11,0.05,,,0.065531978,0.036318082,0.022643723,0.011083232,0.011562039,0.039208463,0.080562783,0.080356917,0.074317662,0.070209111,0.071477845,0.05931833,0.067912595,0.06281599,0.023673054,0.030629677,0.018142531,0.024874713,0.030759182,0.024466077,0.015749531,0.017652373,0.060734111,0.49,0.4589,119035,0.4589,7.4,4.74,34.59,71.3,60.3,0.2089530603459636,0.051824403,47393,658409,0.071981094,23800,89,21432,100,19970,233695,1546904,150748,20129,25042,2.9200907102186044,1.2909656966431011,37.438647377901184,9.320953566,28.117693812352588
CA-500,santa clara county,2018,7254,1806,5448,1088,2077,4089,2353,4878,3198,3373,0,0,0,206,1465,1020,245,945,['CA-500'],['San Jose/Santa Clara City & County CoC'],Major City CoC,california,1110600,0.4437484960190277,2225,2423,0.44,39,678530,0.031143622,0.2,198,913000,0.4530918589717936,2017,2288,0.43,35,665365,0.026908462,0.21,271,0500000US06085,06085,11.81,2299.86,374.34,222.69,CN0608500000000,6,85,1042538,1014970,27568,2.6,1937570,0.067114478,0.44,0.03,0,0.37,0,0.1,0.05,,,0.065936715,0.036423458,0.022699567,0.011394685,0.011928859,0.038653055,0.08141951,0.080496705,0.074801427,0.069651677,0.0708986,0.057046713,0.066620561,0.061992083,0.02321929,0.032695077,0.019459942,0.02343554,0.032273931,0.023455153,0.016847391,0.019362913,0.059287148,0.49,0.4751,126606,0.4751,7.2,5.45,23.59,70.6,59.4,0.2184716727407378,0.051810532,48157,665365,0.072376816,24173,88,21549,100,19060,235795,1550600,146426,19704,24289,2.8371598091061525,1.2292015993808847,50.34618840035438,9.253822388855577,41.09236601149881
CA-502,alameda county,2010,4341,2378,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['CA-502'],"['Oakland, Berkeley/Alameda County CoC']",Major City CoC,california,497200,0.5130351514184256,1126,1495,0.47,56,582628,0.017377793,0,369,590900,0.4938324349002509,1108,,0.45,58,577538,0.015435336,0,,0500000US06001,06001,-0.95,1118.21,200.85,137.03,,,,,,,,1513952,0.09470974,0.46,0.12,0.01,0.26,0.01,0.09,0.06,,,0.06025224,0.037762756,0.028734729,0.015979371,0.014929139,0.039593726,0.075089567,0.07625605,0.077958218,0.07256703,0.075222332,0.062909524,0.071557751,0.060326219,0.024894448,0.030225529,0.015824148,0.018528989,0.025763036,0.018577207,0.015413963,0.017476115,0.064157913,0.51,,67169,0.459,13.5,1.04,21.39,67.5,48.2,0.2064270743505251,0.2083559320870263,,,,,,,,,,,,,,,,27.309420704305907,12.850723098292345,14.458697606013562
CA-502,alameda county,2011,4178,1966,2212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['CA-502'],"['Oakland, Berkeley/Alameda County CoC']",Major City CoC,california,480700,0.5026430051065589,1173,1538,0.47,42,584631,0.018311493,0,365,558300,0.4932112771990005,1153,1555,0.45,50,580725,0.016336541,0,402,0500000US06001,06001,-5.23,1059.68,190.34,129.85,,,,,,,,1529875,0.094650217,0.47,0.12,0,0.27,0.01,0.08,0.05,,,0.060345453,0.036893864,0.02604069,0.013605687,0.014893374,0.043256475,0.074824414,0.076946156,0.072620966,0.076185309,0.07357856,0.061648174,0.07195882,0.06362546,0.023880382,0.030942397,0.016607239,0.019253861,0.026424381,0.019581992,0.014420132,0.018309993,0.064156222,0.51,0.4708,67558,0.4708,13.1,2.08,18.83,67.4,49.4,0.2020942172834785,0.2143557218142726,,,,,,,,,,,,,,,,27.38113615313368,13.15349387671092,14.227642276422765
CA-502,alameda county,2012,4257,2045,2212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['CA-502'],"['Oakland, Berkeley/Alameda County CoC']",Major City CoC,california,472900,0.505393618,1182,1501,0.48,38,583618,0.020497051,0,319,514900,0.4966742976734116,1189,1565,0.46,44,581859,0.017435768,0,376,0500000US06001,06001,0.83,1068.46,191.92,130.93,CN0600100000000,6,1,796456,726131,70325,8.8,1554720,0.093498508,0.46,0.12,0.01,0.27,0.01,0.08,0.06,,,0.060536946,0.036187223,0.025799501,0.014374292,0.01328921,0.043951322,0.074535608,0.077923356,0.074637234,0.074092441,0.071924848,0.060645647,0.071722883,0.065125553,0.022908948,0.03134841,0.018542246,0.020427472,0.026772666,0.019443372,0.016216425,0.016188767,0.063405629,0.51,0.4753,70500,0.4753,13.1,0.81,15.57,68.7,59,0.2086778466804472,0.2047914903241504,67030,581859,0.1151997305189057,33515,98,31069,92,27940,197045,1237721,133790,16302,37457,4.343385949,2.257374642589081,27.006297458152588,12.20476904358819,14.801528414564402
CA-502,alameda county,2013,4264,1927,2337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['CA-502'],"['Oakland, Berkeley/Alameda County CoC']",Major City CoC,california,518900,0.5081123921463072,1236,1549,0.48,36,587829,0.016830093,0,313,493800,0.4994218203056708,1200,1566,0.47,43,584652,0.017735304,0,366,0500000US06001,06001,13.74,1215.23,218.28,148.92,CN0600100000000,6,1,799847,741222,58625,7.3,1578891,0.093181227,0.45,0.12,0.01,0.27,0.01,0.08,0.07,,,0.058447987,0.035103753,0.025597714,0.011998295,0.014339812,0.042519718,0.076703205,0.079268297,0.072127842,0.076727906,0.070403847,0.062550233,0.071110039,0.064041786,0.022351131,0.033747738,0.019632134,0.02194515,0.027923397,0.020404828,0.014669157,0.017136078,0.061249953,0.51,0.4755,72399,0.4755,12.9,0.11,19.51,69.7,60.1,0.2174721550173624,0.2035898194883205,68572,584652,0.117286865,34286,98,30769,90,27975,202205,1261319,142984,16292,37255,4.245317798273077,2.217916324101992,26.51899130994009,12.01176221552764,14.507229094412452
CA-502,alameda county,2014,4272,1935,2337,632,492,3148,0,0,0,0,0,0,0,0,0,0,0,0,['CA-502'],"['Oakland, Berkeley/Alameda County CoC']",Major City CoC,california,587600,0.4921805059737619,1312,1605,0.48,27,592393,0.017130914,0,293,509300,0.5024741530783693,1233,1590,0.47,39,587071,0.017751308,0,357,0500000US06001,06001,15.93,1408.85,253.06,172.64,CN0600100000000,6,1,806326,758819,47507,5.9,1610921,0.085387179,0.44,0.11,0.01,0.28,0.01,0.09,0.06,,,0.058002224,0.034013462,0.024659186,0.011267467,0.013910055,0.042251606,0.079216796,0.080279542,0.075960274,0.072821076,0.069006488,0.061230191,0.071123289,0.064234683,0.022958295,0.033485193,0.019176608,0.024821205,0.027897085,0.019150536,0.016140456,0.017540897,0.060853388,0.51,0.4642,77214,0.4642,12.5,0.01,4.38,70.6,61.8,0.2194526552640935,0.1890181011591966,66361,587071,0.1130374349950857,33511,93,32049,100,27635,205915,1291680,144726,16312,36508,4.089248110987241,2.1394617862009166,24.66098772139188,10.029208620358133,14.631779101033748
CA-502,alameda county,2015,4040,1643,2397,541,414,3085,1529,2484,760,1279,0,0,0,43,365,2143,106,104,['CA-502'],"['Oakland, Berkeley/Alameda County CoC']",Major City CoC,california,656700,0.4927565044197288,1435,1719,0.48,23,595871,0.026756297,0,284,543100,0.5000359490356198,1272,1614,0.47,32,589858,0.020210876,0,342,0500000US06001,06001,9.29,1539.67,276.56,188.67,CN0600100000000,6,1,819008,779897,39111,4.8,1638215,0.084642736,0.43,0.11,0.01,0.29,0.01,0.1,0.06,,,0.057757987,0.033412586,0.024205004,0.011069976,0.012071065,0.041729565,0.081517994,0.081197523,0.075131775,0.073525758,0.069418239,0.060146562,0.069501866,0.066841654,0.024075594,0.030923902,0.020284883,0.025314748,0.028911956,0.021358613,0.014549372,0.016981288,0.060072091,0.51,0.463,81717,0.463,11.4,5.65,19.78,70.9,61,0.223479007,0.1942316373846017,66653,589858,0.1129983826615897,33682,91,31742,100,26595,209210,1318973,153600,16303,35623,3.9368508680617422,2.016341502,25.156217378849597,10.608701562902075,14.547515815947524
CA-502,alameda county,2016,4145,1748,2397,568,399,3178,1571,2547,818,1332,0,0,0,30,372,2183,107,121,['CA-502'],"['Oakland, Berkeley/Alameda County CoC']",Major City CoC,california,713600,0.4723487455879553,1535,1838,0.48,21,599780,0.031224869,0,303,593500,0.4962657709996675,1344,1673,0.47,28,592796,0.02271515,0,329,0500000US06001,06001,11.43,1715.62,308.16,210.23,CN0600100000000,6,1,831827,796037,35790,4.3,1647704,0.084090953,0.42,0.11,0.01,0.29,0.01,0.1,0.06,,,0.057435073,0.033556998,0.023902958,0.011932969,0.013044819,0.037927929,0.082827984,0.082837087,0.073544763,0.074213572,0.069651467,0.059334686,0.067797371,0.065165831,0.024230687,0.032507052,0.018490578,0.025797716,0.033016246,0.020192947,0.015572579,0.017668222,0.059350466,0.51,0.4604,89979,0.4604,10.7,9.38,16.03,69.8,60.1,0.2204717837431793,0.2014121844676381,67089,592796,0.1131738405792211,,,,,25555,211670,1328629,148767,16371,34588,3.835457452757692,1.9234112758339608,33.844599835256346,10.618149459773088,23.22645037548326
